features,label
"[-532.0201416015625, 95.32752227783203, -17.145740509033203, 15.822381973266602, 0.12650638818740845, -5.140063285827637, -19.752422332763672, -11.432962417602539, -15.289545059204102, -10.673693656921387, 6.381165504455566, -11.820756912231445, -1.9442434310913086, 1.377119541168213, -10.817975997924805, 0.17284569144248962, -7.127665996551514, -12.31174373626709, -1.3175783157348633, -1.7902904748916626, -11.034590721130371, 0.05720461159944534, -7.389881610870361, -8.100077629089355, -2.5225107669830322, -1.0150132179260254, -7.185393810272217, -3.900238037109375, -2.04376482963562, -0.5096283555030823, -2.8824031352996826, 2.6396710872650146, -2.751673460006714, 2.2929491996765137, -2.479849100112915, 1.1202791929244995, 3.4636642932891846, 10.945377349853516, 14.256853103637695, 18.637483596801758]",sad
"[-503.5028076171875, 40.51866149902344, -32.32683563232422, 7.146016597747803, -22.941341400146484, -21.846240997314453, -5.0666422843933105, -27.109521865844727, -10.528891563415527, -9.990800857543945, -10.348993301391602, -11.676714897155762, -8.50878620147705, -5.014676094055176, -9.179762840270996, -4.07484769821167, -0.0527573823928833, 10.333168983459473, 13.536301612854004, 20.095998764038086, 15.378689765930176, 9.383659362792969, 3.288742780685425, -1.006093978881836, -8.231179237365723, 2.097342014312744, -0.9348401427268982, -2.273632764816284, -8.786848068237305, -9.22870922088623, -2.5605416297912598, 4.140317916870117, -3.3366708755493164, -5.11821174621582, -3.406277656555176, 3.466073989868164, -0.07623641937971115, 1.4885505437850952, 5.61998176574707, 11.610275268554688]",sad
"[-400.08642578125, 77.56037139892578, -24.383939743041992, 16.13030433654785, 10.098134994506836, -16.654239654541016, -8.041592597961426, -3.1847476959228516, -24.46097183227539, -1.21504545211792, -4.323551177978516, -7.54808235168457, -4.686040878295898, -8.142805099487305, -1.7775239944458008, -2.069687604904175, -6.120396137237549, -1.6837822198867798, -8.072734832763672, -2.072916030883789, -9.07164478302002, -0.9147825837135315, -3.5015523433685303, -7.398159027099609, -3.035656213760376, 0.6347339749336243, -5.372442245483398, -0.743245542049408, -3.6220006942749023, 2.2066187858581543, -2.772016763687134, 3.919159173965454, 3.4958839416503906, -0.20962876081466675, -1.442062497138977, -0.7143675684928894, 0.4111931622028351, 8.263113021850586, 15.488903999328613, 16.872577667236328]",sad
"[-513.807861328125, 46.63199996948242, -12.541040420532227, 7.056571006774902, -4.921750068664551, -22.333534240722656, -15.865523338317871, -22.153514862060547, -16.676908493041992, 1.4909251928329468, -17.42767333984375, -19.035505294799805, 4.286059856414795, -8.798270225524902, -8.036649703979492, -2.393012523651123, -0.5605708360671997, 9.192281723022461, 8.332764625549316, 11.75253677368164, 13.078204154968262, 9.358274459838867, 2.0273523330688477, -0.8026922345161438, -10.436641693115234, -1.8197883367538452, -7.0119524002075195, -2.214357852935791, -8.785595893859863, -9.076577186584473, -11.970812797546387, 2.232903003692627, -3.607555866241455, -0.184426411986351, -7.683558940887451, 1.2274084091186523, 2.1893327236175537, -1.065362811088562, -2.4422693252563477, 8.84609603881836]",sad
"[-351.01007080078125, 62.445369720458984, -34.13302993774414, 15.111016273498535, 7.061373233795166, -3.9859392642974854, -14.839999198913574, -2.8463187217712402, -23.2828311920166, -9.209358215332031, 0.4733642637729645, -15.269857406616211, 1.7611173391342163, -1.4595729112625122, -19.7271728515625, 3.7567479610443115, -7.188177108764648, -12.361810684204102, -3.026837110519409, -1.4127662181854248, -8.643601417541504, -2.3295533657073975, -8.114120483398438, -2.647446393966675, -8.889341354370117, 0.7801200151443481, -8.256552696228027, -3.438150644302368, -7.812041759490967, -6.739872932434082, -3.150567054748535, -2.2943923473358154, 2.3506124019622803, 5.181180477142334, 2.311803102493286, 5.522300720214844, 8.243759155273438, 13.620737075805664, 19.380138397216797, 18.40802001953125]",sad
"[-473.6401672363281, 95.32585144042969, -24.060138702392578, 10.971230506896973, 4.9675374031066895, -9.968550682067871, -23.058116912841797, -6.102684020996094, -26.246458053588867, -24.441402435302734, -0.037400055676698685, -13.544651985168457, -4.829356670379639, 1.6883187294006348, -9.261903762817383, 1.5711320638656616, -4.557038307189941, 0.05679754167795181, -7.097557067871094, 2.9958717823028564, -10.362521171569824, -8.459362030029297, -0.3918376564979553, -3.007894277572632, -9.738862991333008, 5.837821006774902, -6.845947742462158, -2.649548053741455, 0.46981295943260193, -2.072446823120117, 1.6502741575241089, -0.9805552363395691, 4.0670247077941895, 1.2515348196029663, 7.401321887969971, 1.9826713800430298, 4.418317794799805, 7.67922830581665, 13.576396942138672, 21.436960220336914]",sad
"[-434.7641906738281, 31.71502113342285, -36.3138427734375, -4.862574100494385, -23.156402587890625, -28.958585739135742, -11.155671119689941, -23.58244514465332, -27.60338020324707, -4.5122880935668945, -25.028045654296875, -3.2691104412078857, -12.405688285827637, -3.201479911804199, 4.796475887298584, -0.6291136741638184, 10.540590286254883, 12.486607551574707, 5.522622585296631, 12.150324821472168, 8.997795104980469, 7.478222370147705, -1.1109600067138672, -0.4470656216144562, -5.940948963165283, -0.7025419473648071, 0.9342460036277771, -0.9284430742263794, -4.31313419342041, -2.2075953483581543, -2.3559083938598633, 1.2515580654144287, -1.7675479650497437, -1.258331060409546, -2.3104135990142822, 1.6118731498718262, 0.859860360622406, 1.4406157732009888, 2.4228627681732178, 2.9445011615753174]",sad
"[-418.953369140625, 87.96986389160156, -30.336132049560547, 8.432223320007324, 11.861275672912598, -12.22626781463623, -36.80134582519531, -0.6581214070320129, -34.92313766479492, -24.049272537231445, 6.525018692016602, -19.888261795043945, -10.519946098327637, -7.19963264465332, -9.739041328430176, -4.1068339347839355, -7.897290229797363, -9.490057945251465, 0.3857271671295166, -11.27846908569336, -5.668307781219482, -4.204912185668945, -7.654317378997803, -5.487406253814697, -8.567167282104492, -6.2132415771484375, -6.993252277374268, -1.585560917854309, -6.6620869636535645, -1.9032082557678223, 7.596925735473633, 1.0975698232650757, 2.235790491104126, 7.881655693054199, -4.94169807434082, 2.4292311668395996, 2.782802104949951, 11.310142517089844, 10.410183906555176, 16.635360717773438]",sad
"[-424.7506408691406, 26.136672973632812, -30.248449325561523, -5.576169013977051, -14.585397720336914, -20.13248634338379, -21.826885223388672, -11.672719955444336, -40.919403076171875, -6.823218822479248, -7.062490463256836, -21.261474609375, -11.707283020019531, -7.455501079559326, -2.9217426776885986, -0.12362970411777496, -3.0005617141723633, 27.467443466186523, 13.250454902648926, 20.560575485229492, 15.07126235961914, 11.735543251037598, 1.772316575050354, -0.06935501098632812, -8.404682159423828, -4.652583599090576, 4.948388576507568, -0.7032082080841064, -6.7237701416015625, -4.369845867156982, -1.9948439598083496, 7.486992359161377, -0.27006179094314575, -5.531972885131836, -0.894727349281311, 2.9934561252593994, 1.481381893157959, -1.9072399139404297, -0.12515610456466675, 14.114513397216797]",sad
"[-460.5439758300781, 85.075927734375, -16.672748565673828, 10.128222465515137, 10.638760566711426, -10.046391487121582, -4.530191898345947, -7.946965217590332, -10.63789176940918, -14.559873580932617, -1.0103486776351929, -5.71392822265625, -1.9995386600494385, -10.327631950378418, -1.663137435913086, 4.184157371520996, -16.757577896118164, 0.9616196751594543, -9.178282737731934, -5.056562423706055, -9.843180656433105, -2.5689165592193604, -8.36636734008789, -4.821921348571777, -5.068087577819824, -1.4167053699493408, -8.17025089263916, -2.575972557067871, -8.740825653076172, -1.7394565343856812, -4.531700611114502, 4.058755397796631, 1.6035828590393066, 6.874836444854736, -2.2239303588867188, -1.0653810501098633, -2.81669282913208, 4.3484416007995605, 12.875980377197266, 18.979948043823242]",sad
"[-510.3905029296875, 47.781856536865234, -19.550683975219727, -2.1431307792663574, -26.47662353515625, -20.15096092224121, -14.694122314453125, -24.07124137878418, -12.884429931640625, -12.988570213317871, -12.600677490234375, -2.5710208415985107, -17.70935821533203, -0.4778049886226654, -0.9052361249923706, -7.716403484344482, 3.7212862968444824, 6.821407794952393, 12.331348419189453, 13.589028358459473, 14.746976852416992, 11.454293251037598, 2.630507230758667, -1.666961908340454, -8.571205139160156, -3.9883484840393066, -0.12523005902767181, -2.2005953788757324, -7.462425231933594, -7.180513858795166, -8.327402114868164, 4.49015474319458, -0.651207447052002, -2.8139936923980713, -6.046716690063477, -0.7373308539390564, -0.18586386740207672, -2.2654476165771484, -1.2986677885055542, 10.940643310546875]",sad
"[-447.4804992675781, 72.21299743652344, -25.450359344482422, 10.780394554138184, -3.3241193294525146, -5.9667863845825195, -19.90346336364746, -12.349656105041504, -29.80544090270996, -16.71302032470703, 1.8823908567428589, -11.592085838317871, -6.202125072479248, -5.952883720397949, -14.04372787475586, 0.42184773087501526, -9.485612869262695, -14.209823608398438, -4.910210609436035, -6.536586284637451, -13.244948387145996, -7.35988712310791, -4.615047454833984, -9.003267288208008, -11.722749710083008, -4.797800540924072, -8.789532661437988, -7.365694046020508, -3.636441230773926, -2.690720558166504, -2.1904025077819824, 1.2001373767852783, -1.209771752357483, 0.0024904103484004736, -3.858020544052124, -0.044215746223926544, 1.7031989097595215, 10.07078742980957, 13.397438049316406, 15.518932342529297]",sad
"[-513.0575561523438, 31.995582580566406, -23.036733627319336, 1.5816974639892578, -26.805822372436523, -14.051552772521973, -6.2122931480407715, -22.344043731689453, -15.861114501953125, -7.5265116691589355, -14.082226753234863, -9.8972749710083, -14.779420852661133, -0.9378456473350525, -7.237914085388184, -1.1374651193618774, 5.846205234527588, 11.940260887145996, 14.167725563049316, 24.34516716003418, 13.983267784118652, 9.602994918823242, 5.678337097167969, -6.758536338806152, -8.069249153137207, -2.662130355834961, -0.9075461626052856, 0.22181513905525208, -7.00853967666626, -13.445372581481934, -4.343842506408691, 6.970249176025391, 3.544989585876465, -4.497857093811035, -5.9160475730896, 3.8317508697509766, -3.1624300479888916, -2.1881821155548096, 1.6394294500350952, 15.791534423828125]",sad
"[-341.503662109375, 63.70387649536133, -18.782577514648438, 14.579218864440918, -0.6071640253067017, -3.240161180496216, -24.831144332885742, -13.534036636352539, -13.79736328125, -24.332042694091797, 3.7004852294921875, -9.345218658447266, -13.011300086975098, -0.46793612837791443, -12.554488182067871, 2.3162856101989746, -8.01853084564209, -6.541186332702637, 2.165144443511963, -5.327399730682373, -5.528267860412598, 4.255059242248535, -2.174403667449951, 4.146050930023193, 1.0805444717407227, -1.2526493072509766, -2.833338499069214, -0.36308974027633667, -0.4855060279369354, 4.528970241546631, 5.59733772277832, 4.18017578125, 6.720345497131348, 6.985146999359131, 0.37598171830177307, 8.691468238830566, 4.349583148956299, 14.310466766357422, 13.227621078491211, 19.232847213745117]",sad
"[-456.13287353515625, 27.043399810791016, -31.601028442382812, -1.9078965187072754, -20.043148040771484, -23.004825592041016, -13.293962478637695, -27.006778717041016, -18.839460372924805, -6.727518558502197, -13.733055114746094, -9.275753021240234, -13.962101936340332, 0.5389795899391174, -13.4005765914917, -3.0820133686065674, -1.2529375553131104, 5.005819797515869, 15.761604309082031, 22.28045082092285, 19.81486701965332, 16.92270851135254, 3.7942895889282227, -6.796642303466797, -8.743541717529297, -0.5604597926139832, -1.5405550003051758, -0.07517001777887344, -9.025426864624023, -11.895914077758789, -1.4141731262207031, 6.4391093254089355, 0.10430216044187546, -8.355256080627441, -5.856513023376465, 2.6222755908966064, -1.4950180053710938, -1.9346773624420166, 5.5275468826293945, 14.249872207641602]",sad
"[-618.42333984375, 98.102294921875, -2.8304286003112793, 25.444059371948242, 9.865887641906738, -10.827529907226562, -13.508000373840332, -1.4440889358520508, -22.530670166015625, -3.1161048412323, -5.353641033172607, -8.688036918640137, -8.999831199645996, 0.642715334892273, -7.312641143798828, -2.662109375, -5.553800106048584, -11.422297477722168, 0.8385009765625, -2.990504503250122, -10.548016548156738, -4.090703010559082, -11.72692584991455, -0.9942267537117004, -6.876034736633301, 4.476644515991211, -4.0633463859558105, -3.153477430343628, -1.1120550632476807, -2.5319039821624756, 3.7983510494232178, 5.239442825317383, 6.114278316497803, 5.033773899078369, 3.4849798679351807, 0.191483274102211, -0.4842316806316376, 4.195220947265625, 17.251976013183594, 22.828590393066406]",sad
"[-497.70355224609375, 31.750852584838867, -54.222557067871094, 3.2600743770599365, -19.794485092163086, -35.203311920166016, -12.665446281433105, -30.503843307495117, -14.071149826049805, 2.5155701637268066, -22.484285354614258, -3.370253086090088, -12.552734375, -13.253783226013184, -7.073239326477051, -11.0162353515625, -1.2147208452224731, 15.157337188720703, 19.476449966430664, 20.22077178955078, 26.770252227783203, 7.939315319061279, 0.39468008279800415, -2.225351095199585, -7.878044128417969, 3.5476455688476562, -0.7161285281181335, 0.9996303915977478, -12.870475769042969, -5.710160732269287, -3.2737479209899902, 8.355339050292969, -1.4947168827056885, -3.682404041290283, 0.43120598793029785, 7.297577381134033, 2.8306870460510254, 0.32696297764778137, 7.668549537658691, 18.868404388427734]",sad
"[-586.4285888671875, 87.20022583007812, -18.748332977294922, 11.710396766662598, 12.424735069274902, -28.02705955505371, -26.411117553710938, -10.549068450927734, -26.039539337158203, -10.842808723449707, -11.04408073425293, -10.81479549407959, -16.0822811126709, -5.517279624938965, -12.018794059753418, -9.996382713317871, -7.723147392272949, -10.213432312011719, -4.230614185333252, -5.214180946350098, -13.067264556884766, -2.8110806941986084, -7.448055267333984, -6.216958999633789, -7.096334934234619, -1.6818747520446777, -6.2275800704956055, -0.7710636854171753, -0.020737750455737114, 1.4526240825653076, 1.5909699201583862, 8.129082679748535, 7.454267978668213, 7.273287773132324, 6.846285343170166, 4.937294006347656, 6.417032718658447, 8.41878604888916, 9.098986625671387, 10.985480308532715]",sad
"[-532.0857543945312, 41.471927642822266, -22.300630569458008, 3.045656681060791, -12.103534698486328, -27.295421600341797, 5.689950942993164, -29.360084533691406, -11.502545356750488, -3.4196319580078125, -9.54327392578125, -4.085640907287598, -2.5845513343811035, -1.8536449670791626, -0.6233851909637451, 6.1444091796875, 8.812347412109375, 18.99932098388672, 15.787644386291504, 27.70306396484375, 18.446359634399414, 13.898276329040527, 4.361303329467773, 2.796344518661499, -3.65303373336792, 5.910243511199951, 1.356860876083374, 4.408531188964844, -5.767913341522217, -3.4220163822174072, -1.6571444272994995, 9.814545631408691, 2.882493734359741, -1.2670962810516357, -3.5989606380462646, 5.744117259979248, 0.5270319581031799, -1.0411354303359985, 3.477329969406128, 15.879281997680664]",sad
"[-536.513916015625, 75.08446502685547, -10.454380989074707, 18.62476921081543, 10.638004302978516, -4.005906105041504, -15.374006271362305, -13.639557838439941, -9.602170944213867, -6.1041412353515625, -11.361671447753906, -11.475114822387695, -8.38675308227539, -0.5383716225624084, -9.84187126159668, -0.944265604019165, -1.7879666090011597, -8.440422058105469, -7.5389084815979, 1.9257442951202393, -9.765642166137695, -3.633939027786255, -12.123994827270508, -2.391472339630127, -5.827160835266113, -5.551899433135986, -5.833771228790283, -2.488264560699463, -5.683544158935547, -1.9022330045700073, 1.1429557800292969, 3.491787910461426, 1.6032299995422363, 2.162726879119873, -2.6981728076934814, 0.4590489864349365, 3.922166347503662, 5.659926414489746, 9.883322715759277, 11.727291107177734]",sad
"[-469.3837890625, 46.43781280517578, -6.928295135498047, 4.327354431152344, -7.967154502868652, -23.553495407104492, -21.404193878173828, -26.47467041015625, -24.38166618347168, -2.5126640796661377, -17.861282348632812, -13.22571086883545, 2.1593782901763916, -7.096720218658447, 3.32757568359375, 3.0816969871520996, -0.019742056727409363, 19.318138122558594, 17.14373779296875, 13.990033149719238, 17.53561782836914, 15.327489852905273, -0.865421712398529, 5.144979000091553, -11.144548416137695, -1.817923903465271, 0.06324891000986099, 2.204326629638672, -2.9766221046447754, -12.517416954040527, -0.12167005985975266, 2.200961112976074, 2.194765567779541, -2.6851389408111572, -5.561095714569092, 1.080585241317749, -3.415071964263916, 0.3072848916053772, 0.24635009467601776, 12.95155143737793]",sad
"[-468.3538513183594, 83.66564178466797, 2.678220748901367, 8.517828941345215, -4.495699405670166, -4.975893497467041, -12.258116722106934, -9.134521484375, -16.810394287109375, -13.933826446533203, -0.19670069217681885, -4.351188659667969, -4.054003715515137, -7.077907085418701, -7.920145511627197, 5.870189666748047, -13.976034164428711, -7.504350185394287, -2.2552504539489746, -4.989995002746582, -11.287938117980957, -2.7144415378570557, -7.389148712158203, -9.02959156036377, -8.470057487487793, -2.264321804046631, -6.768927097320557, -5.816922187805176, -5.173367023468018, -5.056777477264404, 0.6507590413093567, -0.3485289216041565, 1.596368670463562, 2.067941904067993, -3.1075642108917236, -3.416147470474243, -4.476709842681885, 3.2284111976623535, 13.34239673614502, 22.77326011657715]",sad
"[-408.3840026855469, 45.1330680847168, -37.239295959472656, -12.108039855957031, -10.364569664001465, -30.38848876953125, -16.6400146484375, -24.181249618530273, -29.29896354675293, -0.9423201084136963, -16.043193817138672, -7.208436012268066, -7.497538089752197, -9.148215293884277, -3.636849880218506, -3.4192800521850586, -5.976883888244629, 11.768223762512207, 8.994290351867676, 19.207597732543945, 17.922576904296875, 11.314253807067871, -4.021725177764893, -2.8628411293029785, -6.402040004730225, 0.849001944065094, 0.5780472159385681, -1.7018952369689941, -3.342453718185425, -3.4183573722839355, -0.2191729098558426, 0.5444132685661316, -0.2598106265068054, -3.0182313919067383, -3.2800519466400146, 1.988434076309204, 0.538752019405365, 1.8554112911224365, 2.2762629985809326, 6.285689830780029]",sad
"[-559.9478149414062, 96.16544342041016, -13.849629402160645, 12.222855567932129, 3.094924211502075, -5.4476799964904785, -24.005393981933594, -12.036398887634277, -23.54532814025879, -8.462181091308594, 6.02046012878418, -14.929232597351074, -0.09480364620685577, 1.104233980178833, -10.770705223083496, 1.184855341911316, -9.45407772064209, -13.277594566345215, 3.2558157444000244, -4.779303073883057, -11.19390869140625, 0.08554922044277191, -9.050899505615234, -8.287745475769043, -6.2644877433776855, -1.8118897676467896, -7.032608509063721, -4.280646800994873, -1.359113335609436, -1.6933963298797607, -2.85113787651062, 4.738305568695068, 0.10516286641359329, 4.008468151092529, -3.3383078575134277, 0.11324051767587662, -2.5623786449432373, 4.097720623016357, 12.053899765014648, 21.49205207824707]",sad
"[-494.8472900390625, 37.261661529541016, -32.97352981567383, 4.659848213195801, -21.54267120361328, -31.86917495727539, -9.32907485961914, -28.518775939941406, -12.034204483032227, -5.191955089569092, -16.512868881225586, -7.822035789489746, -8.87392520904541, -2.6579360961914062, -7.8050994873046875, -2.001214027404785, -1.5159862041473389, 6.465402603149414, 8.842109680175781, 17.313249588012695, 18.358766555786133, 13.155344009399414, 4.293028831481934, 0.0566137470304966, -10.302392959594727, 0.17724773287773132, 0.29725295305252075, -1.8886103630065918, -9.703421592712402, -7.075921535491943, -6.826784610748291, 6.7312469482421875, -3.923666477203369, -2.1762449741363525, -3.5998141765594482, 1.5580517053604126, -1.5660712718963623, -0.8120842576026917, 1.4193940162658691, 8.093661308288574]",sad
"[-425.4446105957031, 74.43336486816406, -18.319538116455078, 15.156695365905762, 5.300544261932373, -10.765913963317871, -8.302045822143555, -11.655189514160156, -21.678173065185547, -2.116787910461426, -8.527724266052246, -5.280099391937256, -5.7342705726623535, -10.779322624206543, -3.0576627254486084, -5.527899742126465, -4.498406410217285, -3.5006093978881836, -7.591728210449219, -3.222559928894043, -9.410201072692871, -0.5640031099319458, -7.023705959320068, -7.551401615142822, -4.282301902770996, -1.875478744506836, -4.690784454345703, 1.3475384712219238, -4.253726482391357, 0.8622788190841675, -3.7170958518981934, 1.784501314163208, 1.0511075258255005, 3.210602283477783, 0.4832913875579834, 1.5138309001922607, 0.6496044397354126, 2.600126266479492, 11.107090950012207, 17.28208351135254]",sad
"[-490.6650695800781, 49.321311950683594, -15.56976318359375, 7.0813775062561035, -4.41066312789917, -31.315006256103516, -16.44162368774414, -18.175819396972656, -22.35630226135254, 0.4224295914173126, -19.643436431884766, -14.39499282836914, 1.3964855670928955, -11.871660232543945, -9.271220207214355, 1.318761944770813, -3.005741596221924, 10.212491035461426, 7.743638038635254, 15.437259674072266, 19.36477279663086, 12.62839126586914, 2.2897872924804688, 1.7068405151367188, -17.97262191772461, -1.0281076431274414, -5.544502258300781, -1.0781317949295044, -11.977572441101074, -10.18568229675293, -13.11376953125, 2.560941219329834, -0.7403581142425537, -4.812236309051514, -8.131906509399414, -0.05368721857666969, -0.3572661578655243, -1.9222667217254639, -0.8226872086524963, 10.124628067016602]",sad
"[-394.45648193359375, 70.10803985595703, -24.47537612915039, 12.162321090698242, 6.30709981918335, -1.3129589557647705, -12.636261940002441, -7.18220853805542, -27.791982650756836, -11.532949447631836, -0.9058905839920044, -12.782755851745605, -1.9600528478622437, -5.106043815612793, -16.82963752746582, 6.3701887130737305, -14.095789909362793, -11.498265266418457, -4.678538799285889, -3.5571203231811523, -8.268548011779785, -3.342524766921997, -9.431212425231934, -2.493708848953247, -7.26468563079834, 1.071702241897583, -8.46438217163086, -2.215399742126465, -7.723249435424805, -4.994085788726807, -1.7066113948822021, -4.358068943023682, 6.089877128601074, 3.6127982139587402, 2.40434193611145, 1.0854172706604004, 3.610572576522827, 8.629963874816895, 14.297748565673828, 21.266799926757812]",sad
"[-531.1284790039062, 85.02145385742188, -5.313936710357666, 20.573440551757812, 7.569182395935059, 4.310171127319336, -20.35943031311035, -16.797107696533203, -19.013626098632812, -17.73393440246582, -1.683902621269226, -10.092378616333008, -3.126492500305176, -3.476248025894165, -7.938057899475098, 2.4663186073303223, -3.1794722080230713, -5.385652542114258, -8.456525802612305, 2.160569906234741, -12.70938777923584, -7.313162803649902, -2.8646926879882812, -2.461151361465454, -11.014214515686035, 5.348248481750488, -6.451045036315918, -2.764126777648926, -1.631677269935608, 1.672479510307312, -0.5257711410522461, 3.8152592182159424, 8.240984916687012, 1.7020167112350464, 6.399271488189697, -1.227878212928772, 0.009648718871176243, 3.7572426795959473, 13.423258781433105, 18.762954711914062]",sad
"[-485.1072082519531, 33.10734939575195, -25.486724853515625, 2.3971261978149414, -18.769508361816406, -24.416725158691406, -21.550243377685547, -20.589641571044922, -35.82038116455078, 0.8632439374923706, -22.304710388183594, -10.192411422729492, -6.435272693634033, -12.247775077819824, -3.0417468547821045, -5.1116437911987305, 7.257491111755371, 18.00579833984375, 8.099287986755371, 16.87172508239746, 16.91541290283203, 6.73408842086792, 1.8056474924087524, -0.6839642524719238, -9.452336311340332, -0.2573191821575165, 0.11450741440057755, 1.1225497722625732, -5.4878621101379395, -4.714738845825195, -2.5484800338745117, 3.959826707839966, -0.008216975256800652, -3.015688896179199, -3.339409828186035, 1.7782869338989258, 2.043898820877075, -1.0739883184432983, 0.5033944845199585, 7.039914131164551]",sad
"[-405.8392639160156, 90.857177734375, -28.77570915222168, 5.101316452026367, 12.703656196594238, -9.074501037597656, -38.9117431640625, -0.6094449758529663, -34.35227966308594, -21.779571533203125, 5.720169544219971, -18.267709732055664, -10.775619506835938, -8.886331558227539, -8.791252136230469, 0.28807008266448975, -7.323452472686768, -10.274197578430176, 0.014401054009795189, -11.69088077545166, -4.322429180145264, -4.144172668457031, -10.803519248962402, -2.4255599975585938, -8.230695724487305, -8.62279987335205, -4.193393230438232, -3.578916549682617, -6.1627912521362305, -3.0226120948791504, 3.3464956283569336, -1.68308687210083, -2.9256441593170166, 4.59565544128418, -4.117983818054199, 2.829465866088867, 5.024195671081543, 11.967294692993164, 14.738271713256836, 16.447031021118164]",sad
"[-429.0632629394531, 20.05153465270996, -17.397422790527344, -11.835464477539062, -10.154099464416504, -13.057016372680664, -21.21506118774414, -15.971280097961426, -38.51960754394531, -3.99308705329895, -8.021746635437012, -17.746360778808594, -8.238165855407715, -3.171252727508545, 2.0644679069519043, 0.6971715092658997, -0.12255296111106873, 23.63520622253418, 14.0421142578125, 17.328062057495117, 15.843562126159668, 12.495025634765625, 0.7727888822555542, -2.3593077659606934, -10.200445175170898, -2.05281662940979, 6.571715354919434, 0.2665267288684845, -10.5402193069458, -5.141313552856445, 2.2489562034606934, 8.5565824508667, -2.747479200363159, -7.28591251373291, -2.2362282276153564, 1.1992805004119873, -1.5680128335952759, -1.4309937953948975, 4.231451511383057, 13.385029792785645]",sad
"[-487.6924743652344, 89.45683288574219, -17.7950496673584, 10.373753547668457, 7.460482597351074, -7.474156379699707, -6.649711608886719, -14.23386001586914, -8.991456985473633, -15.979063987731934, -0.9927348494529724, -6.678116321563721, -3.910541296005249, -11.274885177612305, -1.3449212312698364, 1.799529790878296, -17.369884490966797, -0.5195343494415283, -9.982610702514648, -6.2539262771606445, -10.814530372619629, -1.5751272439956665, -7.11647367477417, -6.51633882522583, -6.678664207458496, -2.181281328201294, -7.802563667297363, -4.1050705909729, -8.016911506652832, -3.6692683696746826, -2.0000925064086914, 4.556937217712402, 2.9244842529296875, 7.315252304077148, -1.9873610734939575, -0.5851237177848816, -0.8971555233001709, 5.652585983276367, 14.042226791381836, 19.311538696289062]",sad
"[-535.767822265625, 38.78201675415039, -22.106531143188477, -7.4051513671875, -28.310653686523438, -19.909290313720703, -17.163097381591797, -26.618471145629883, -17.613489151000977, -13.049424171447754, -11.35958194732666, -4.163823127746582, -17.877782821655273, -1.871204137802124, 2.4853789806365967, -6.054469585418701, 5.599706649780273, 9.696778297424316, 9.765410423278809, 17.00653839111328, 20.415483474731445, 10.310770034790039, 2.1325085163116455, -1.0446100234985352, -8.882869720458984, -3.0481717586517334, 0.199168398976326, -4.6958160400390625, -8.043448448181152, -7.616124629974365, -3.7761409282684326, 4.046785354614258, -0.9204082489013672, -3.946470260620117, -7.012350559234619, -1.8968197107315063, -1.8538955450057983, -1.88948392868042, 0.843500018119812, 13.385562896728516]",sad
"[-424.29638671875, 69.08642578125, -29.19206428527832, 12.43082332611084, -1.7755537033081055, -11.028010368347168, -19.47083282470703, -15.8302001953125, -31.43014144897461, -19.54994010925293, -3.123610496520996, -11.790753364562988, -7.060649871826172, -6.363448143005371, -13.282533645629883, 0.653140127658844, -11.730583190917969, -17.422565460205078, -4.963645935058594, -5.478010177612305, -14.842466354370117, -7.916740417480469, -3.2052488327026367, -10.223176002502441, -11.471673965454102, -5.154632091522217, -9.20127010345459, -8.236467361450195, -6.045078754425049, -3.261970043182373, -2.2345516681671143, 3.4315896034240723, 0.3706129789352417, 2.9344980716705322, -4.490406036376953, 0.8975862860679626, 2.6761953830718994, 11.025092124938965, 14.500049591064453, 16.33098030090332]",sad
"[-511.7287902832031, 37.02669906616211, -24.69986915588379, 0.9808927178382874, -25.374881744384766, -13.613773345947266, -2.268714666366577, -21.15140151977539, -14.832874298095703, -5.271173000335693, -12.424980163574219, -10.711522102355957, -16.14466667175293, -1.369787335395813, -8.132013320922852, -0.3544623851776123, 2.948330879211426, 10.517863273620605, 14.883657455444336, 23.019617080688477, 13.628416061401367, 10.083569526672363, 5.714832305908203, -6.175511837005615, -8.332795143127441, -4.526776313781738, -1.6618006229400635, -1.0506848096847534, -5.7468791007995605, -14.503660202026367, -6.015176773071289, 5.782342433929443, 3.035311460494995, -3.1889445781707764, -6.566792011260986, 1.8357571363449097, -5.496940612792969, -4.144252300262451, 1.0004786252975464, 16.592586517333984]",sad
"[-362.1242980957031, 62.8941650390625, -14.680254936218262, 20.340456008911133, 4.116904258728027, -2.7204413414001465, -18.48812484741211, -11.414398193359375, -10.367857933044434, -20.141977310180664, 7.673923015594482, -8.217046737670898, -7.4083428382873535, 3.9747226238250732, -10.182279586791992, 4.355891227722168, -5.817927360534668, -3.1357693672180176, 4.871875762939453, -1.6118813753128052, -3.996152400970459, 2.530724287033081, -5.559061527252197, -2.823518991470337, -0.27341556549072266, -0.14534629881381989, -3.378232479095459, -0.23121361434459686, -1.059799075126648, 1.8211817741394043, 3.489727258682251, 3.0946781635284424, 2.975040912628174, 4.111847877502441, 2.863863229751587, 8.21110725402832, 6.854071140289307, 13.169923782348633, 16.19767951965332, 24.611038208007812]",sad
